District,Year,Zn_%,Fe_%,Cu_%,Mn_%,B_%,S_%,Projected_Price_INR_per_Acre
Bastar,2024,36.75,90.97,92.5,95.56,21.93,18.83,2165534.1
Bastar,2023,36.75,90.97,92.5,95.56,21.93,18.83,2045226.65
Bastar,2022,36.75,90.97,92.5,95.56,21.93,18.83,1924919.2
Bastar,2021,36.75,90.97,92.5,95.56,21.93,18.83,1804611.75
Bastar,2025,36.75,90.97,92.5,95.56,21.93,18.83,2488960.1
Bastar,2024,36.75,90.97,92.5,95.56,21.93,18.83,2357962.2
Bastar,2023,36.75,90.97,92.5,95.56,21.93,18.83,2226964.3
Bastar,2022,36.75,90.97,92.5,95.56,21.93,18.83,2095966.4
Bastar,2021,36.75,90.97,92.5,95.56,21.93,18.83,1964968.5
Bastar,2025,36.75,90.97,92.5,95.56,21.93,18.83,2403343.25
Bastar,2024,36.75,90.97,92.5,95.56,21.93,18.83,2276851.5
Bastar,2023,36.75,90.97,92.5,95.56,21.93,18.83,2150359.75
Bastar,2022,36.75,90.97,92.5,95.56,21.93,18.83,2023868
Bastar,2021,36.75,90.97,92.5,95.56,21.93,18.83,1897376.25
Bastar,2025,36.75,90.97,92.5,95.56,21.93,18.83,2704759.25
Bastar,2024,36.75,90.97,92.5,95.56,21.93,18.83,2562403.5
Bastar,2023,36.75,90.97,92.5,95.56,21.93,18.83,2420047.75
Bastar,2022,36.75,90.97,92.5,95.56,21.93,18.83,2277692
Bastar,2021,36.75,90.97,92.5,95.56,21.93,18.83,2135336.25
Bemetara,2025,93.23,91.06,99.9,98.57,62.25,36.95,1461908.45
Bemetara,2024,93.23,91.06,99.9,98.57,62.25,36.95,1384965.9
Bemetara,2023,93.23,91.06,99.9,98.57,62.25,36.95,1308023.35
Bemetara,2022,93.23,91.06,99.9,98.57,62.25,36.95,1231080.8
Bemetara,2021,93.23,91.06,99.9,98.57,62.25,36.95,1154138.25
Bemetara,2025,93.23,91.06,99.9,98.57,62.25,36.95,1573007.15
Bemetara,2024,93.23,91.06,99.9,98.57,62.25,36.95,1490217.3
Bemetara,2023,93.23,91.06,99.9,98.57,62.25,36.95,1407427.45
Bemetara,2022,93.23,91.06,99.9,98.57,62.25,36.95,1324637.6
Bemetara,2021,93.23,91.06,99.9,98.57,62.25,36.95,1241847.75
Bemetara,2025,93.23,91.06,99.9,98.57,62.25,36.95,1670155.1
Bemetara,2024,93.23,91.06,99.9,98.57,62.25,36.95,1582252.2
Bemetara,2023,93.23,91.06,99.9,98.57,62.25,36.95,1494349.3
Bemetara,2022,93.23,91.06,99.9,98.57,62.25,36.95,1406446.4
Bemetara,2021,93.23,91.06,99.9,98.57,62.25,36.95,1318543.5
Bemetara,2025,93.23,91.06,99.9,98.57,62.25,36.95,1764311.5
Bemetara,2024,93.23,91.06,99.9,98.57,62.25,36.95,1671453
Bemetara,2023,93.23,91.06,99.9,98.57,62.25,36.95,1578594.5
Bemetara,2022,93.23,91.06,99.9,98.57,62.25,36.95,1485736
Bemetara,2021,93.23,91.06,99.9,98.57,62.25,36.95,1392877.5
Bemetara,2025,93.23,91.06,99.9,98.57,62.25,36.95,1729534.85
Bemetara,2024,93.23,91.06,99.9,98.57,62.25,36.95,1638506.7
Bemetara,2023,93.23,91.06,99.9,98.57,62.25,36.95,1547478.55
Bemetara,2022,93.23,91.06,99.9,98.57,62.25,36.95,1456450.4
Bemetara,2021,93.23,91.06,99.9,98.57,62.25,36.95,1365422.25
Bijapur,2025,97.25,96.47,98.79,90.82,88.09,94.71,1526385.9
Bijapur,2024,97.25,96.47,98.79,90.82,88.09,94.71,1446049.8
Bijapur,2023,97.25,96.47,98.79,90.82,88.09,94.71,1365713.7
Bijapur,2022,97.25,96.47,98.79,90.82,88.09,94.71,1285377.6
Bijapur,2021,97.25,96.47,98.79,90.82,88.09,94.71,1205041.5
Bijapur,2025,97.25,96.47,98.79,90.82,88.09,94.71,1610375.4
Bijapur,2024,97.25,96.47,98.79,90.82,88.09,94.71,1525618.8
Bijapur,2023,97.25,96.47,98.79,90.82,88.09,94.71,1440862.2
Bijapur,2022,97.25,96.47,98.79,90.82,88.09,94.71,1356105.6
Bijapur,2021,97.25,96.47,98.79,90.82,88.09,94.71,1271349
Bijapur,2025,97.25,96.47,98.79,90.82,88.09,94.71,1819517.9
Bijapur,2024,97.25,96.47,98.79,90.82,88.09,94.71,1723753.8
Bijapur,2023,97.25,96.47,98.79,90.82,88.09,94.71,1627989.7
Bijapur,2022,97.25,96.47,98.79,90.82,88.09,94.71,1532225.6
Bijapur,2021,97.25,96.47,98.79,90.82,88.09,94.71,1436461.5
Bijapur,2025,97.25,96.47,98.79,90.82,88.09,94.71,1901688.15
Bijapur,2024,97.25,96.47,98.79,90.82,88.09,94.71,1801599.3
Bijapur,2023,97.25,96.47,98.79,90.82,88.09,94.71,1701510.45
Bijapur,2022,97.25,96.47,98.79,90.82,88.09,94.71,1601421.6
Bijapur,2021,97.25,96.47,98.79,90.82,88.09,94.71,1501332.75
Bijapur,2025,97.25,96.47,98.79,90.82,88.09,94.71,1834570.65
Bijapur,2024,97.25,96.47,98.79,90.82,88.09,94.71,1738014.3
Bijapur,2023,97.25,96.47,98.79,90.82,88.09,94.71,1641457.95
Bijapur,2022,97.25,96.47,98.79,90.82,88.09,94.71,1544901.6
Bijapur,2021,97.25,96.47,98.79,90.82,88.09,94.71,1448345.25
Bilaspur,2025,74.54,96.48,98.45,93.32,86.97,88.01,1638246.5
Bilaspur,2024,74.54,96.48,98.45,93.32,86.97,88.01,1552023
Bilaspur,2023,74.54,96.48,98.45,93.32,86.97,88.01,1465799.5
Bilaspur,2022,74.54,96.48,98.45,93.32,86.97,88.01,1379576
Bilaspur,2021,74.54,96.48,98.45,93.32,86.97,88.01,1293352.5
Bilaspur,2025,74.54,96.48,98.45,93.32,86.97,88.01,1716612
Bilaspur,2024,74.54,96.48,98.45,93.32,86.97,88.01,1626264
Bilaspur,2023,74.54,96.48,98.45,93.32,86.97,88.01,1535916
Bilaspur,2022,74.54,96.48,98.45,93.32,86.97,88.01,1445568
Bilaspur,2021,74.54,96.48,98.45,93.32,86.97,88.01,1355220
Bilaspur,2025,74.54,96.48,98.45,93.32,86.97,88.01,1779213.2
Bilaspur,2024,74.54,96.48,98.45,93.32,86.97,88.01,1685570.4
Bilaspur,2023,74.54,96.48,98.45,93.32,86.97,88.01,1591927.6
Bilaspur,2022,74.54,96.48,98.45,93.32,86.97,88.01,1498284.8
Bilaspur,2021,74.54,96.48,98.45,93.32,86.97,88.01,1404642
Bilaspur,2025,74.54,96.48,98.45,93.32,86.97,88.01,2031213.05
Bilaspur,2024,74.54,96.48,98.45,93.32,86.97,88.01,1924307.1
Bilaspur,2023,74.54,96.48,98.45,93.32,86.97,88.01,1817401.15
Bilaspur,2022,74.54,96.48,98.45,93.32,86.97,88.01,1710495.2
Bilaspur,2021,74.54,96.48,98.45,93.32,86.97,88.01,1603589.25
Bilaspur,2025,74.54,96.48,98.45,93.32,86.97,88.01,2168500.4
Bilaspur,2024,74.54,96.48,98.45,93.32,86.97,88.01,2054368.8
Bilaspur,2023,74.54,96.48,98.45,93.32,86.97,88.01,1940237.2
Bilaspur,2022,74.54,96.48,98.45,93.32,86.97,88.01,1826105.6
Bilaspur,2021,74.54,96.48,98.45,93.32,86.97,88.01,1711974
Dantewada,2025,39.61,89.64,92.59,95.23,88.53,47.49,1712742.65
Dantewada,2024,39.61,89.64,92.59,95.23,88.53,47.49,1622598.3
Dantewada,2023,39.61,89.64,92.59,95.23,88.53,47.49,1532453.95
Dantewada,2022,39.61,89.64,92.59,95.23,88.53,47.49,1442309.6
Dantewada,2021,39.61,89.64,92.59,95.23,88.53,47.49,1352165.25
Dantewada,2025,39.61,89.64,92.59,95.23,88.53,47.49,1887738.35
Dantewada,2024,39.61,89.64,92.59,95.23,88.53,47.49,1788383.7
Dantewada,2023,39.61,89.64,92.59,95.23,88.53,47.49,1689029.05
Dantewada,2022,39.61,89.64,92.59,95.23,88.53,47.49,1589674.4
Dantewada,2021,39.61,89.64,92.59,95.23,88.53,47.49,1490319.75
Dantewada,2025,39.61,89.64,92.59,95.23,88.53,47.49,1856445.35
Dantewada,2024,39.61,89.64,92.59,95.23,88.53,47.49,1758737.7
Dantewada,2023,39.61,89.64,92.59,95.23,88.53,47.49,1661030.05
Dantewada,2022,39.61,89.64,92.59,95.23,88.53,47.49,1563322.4
Dantewada,2021,39.61,89.64,92.59,95.23,88.53,47.49,1465614.75
Dantewada,2025,39.61,89.64,92.59,95.23,88.53,47.49,2085277.55
Dantewada,2024,39.61,89.64,92.59,95.23,88.53,47.49,1975526.1
Dantewada,2023,39.61,89.64,92.59,95.23,88.53,47.49,1865774.65
Dantewada,2022,39.61,89.64,92.59,95.23,88.53,47.49,1756023.2
Dantewada,2021,39.61,89.64,92.59,95.23,88.53,47.49,1646271.75
Dantewada,2025,39.61,89.64,92.59,95.23,88.53,47.49,2173296.95
Dantewada,2024,39.61,89.64,92.59,95.23,88.53,47.49,2058912.9
Dantewada,2023,39.61,89.64,92.59,95.23,88.53,47.49,1944528.85
Dantewada,2022,39.61,89.64,92.59,95.23,88.53,47.49,1830144.8
Dantewada,2021,39.61,89.64,92.59,95.23,88.53,47.49,1715760.75
Dhamtari,2025,64.33,98.73,99.75,99.32,69.54,26.57,1805255.55
Dhamtari,2024,64.33,98.73,99.75,99.32,69.54,26.57,1710242.1
Dhamtari,2023,64.33,98.73,99.75,99.32,69.54,26.57,1615228.65
Dhamtari,2022,64.33,98.73,99.75,99.32,69.54,26.57,1520215.2
Dhamtari,2021,64.33,98.73,99.75,99.32,69.54,26.57,1425201.75
Dhamtari,2025,64.33,98.73,99.75,99.32,69.54,26.57,1877327.3
Dhamtari,2024,64.33,98.73,99.75,99.32,69.54,26.57,1778520.6
Dhamtari,2023,64.33,98.73,99.75,99.32,69.54,26.57,1679713.9
Dhamtari,2022,64.33,98.73,99.75,99.32,69.54,26.57,1580907.2
Dhamtari,2021,64.33,98.73,99.75,99.32,69.54,26.57,1482100.5
Dhamtari,2025,64.33,98.73,99.75,99.32,69.54,26.57,2150130.25
Dhamtari,2024,64.33,98.73,99.75,99.32,69.54,26.57,2036965.5
Dhamtari,2023,64.33,98.73,99.75,99.32,69.54,26.57,1923800.75
Dhamtari,2022,64.33,98.73,99.75,99.32,69.54,26.57,1810636
Dhamtari,2021,64.33,98.73,99.75,99.32,69.54,26.57,1697471.25
Dhamtari,2025,64.33,98.73,99.75,99.32,69.54,26.57,2229830.5
Dhamtari,2024,64.33,98.73,99.75,99.32,69.54,26.57,2112471
Dhamtari,2023,64.33,98.73,99.75,99.32,69.54,26.57,1995111.5
Dhamtari,2022,64.33,98.73,99.75,99.32,69.54,26.57,1877752
Dhamtari,2021,64.33,98.73,99.75,99.32,69.54,26.57,1760392.5
Dhamtari,2025,64.33,98.73,99.75,99.32,69.54,26.57,2433466.8
Dhamtari,2024,64.33,98.73,99.75,99.32,69.54,26.57,2305389.6
Dhamtari,2023,64.33,98.73,99.75,99.32,69.54,26.57,2177312.4
Dhamtari,2022,64.33,98.73,99.75,99.32,69.54,26.57,2049235.2
Dhamtari,2021,64.33,98.73,99.75,99.32,69.54,26.57,1921158
Durg,2025,68.84,84.13,99.58,97.55,63.75,54.74,1927485.4
Durg,2024,68.84,84.13,99.58,97.55,63.75,54.74,1826038.8
Durg,2023,68.84,84.13,99.58,97.55,63.75,54.74,1724592.2
Durg,2022,68.84,84.13,99.58,97.55,63.75,54.74,1623145.6
Durg,2021,68.84,84.13,99.58,97.55,63.75,54.74,1521699
Durg,2025,68.84,84.13,99.58,97.55,63.75,54.74,2058012.55
Durg,2024,68.84,84.13,99.58,97.55,63.75,54.74,1949696.1
Durg,2023,68.84,84.13,99.58,97.55,63.75,54.74,1841379.65
Durg,2022,68.84,84.13,99.58,97.55,63.75,54.74,1733063.2
Durg,2021,68.84,84.13,99.58,97.55,63.75,54.74,1624746.75
Durg,2025,68.84,84.13,99.58,97.55,63.75,54.74,2223978.5
Durg,2024,68.84,84.13,99.58,97.55,63.75,54.74,2106927
Durg,2023,68.84,84.13,99.58,97.55,63.75,54.74,1989875.5
Durg,2022,68.84,84.13,99.58,97.55,63.75,54.74,1872824
Durg,2021,68.84,84.13,99.58,97.55,63.75,54.74,1755772.5
Durg,2025,68.84,84.13,99.58,97.55,63.75,54.74,2175801.15
Durg,2024,68.84,84.13,99.58,97.55,63.75,54.74,2061285.3
Durg,2023,68.84,84.13,99.58,97.55,63.75,54.74,1946769.45
Durg,2022,68.84,84.13,99.58,97.55,63.75,54.74,1832253.6
Durg,2021,68.84,84.13,99.58,97.55,63.75,54.74,1717737.75
Durg,2025,68.84,84.13,99.58,97.55,63.75,54.74,2625182.5
Durg,2024,68.84,84.13,99.58,97.55,63.75,54.74,2487015
Durg,2023,68.84,84.13,99.58,97.55,63.75,54.74,2348847.5
Durg,2022,68.84,84.13,99.58,97.55,63.75,54.74,2210680
Durg,2021,68.84,84.13,99.58,97.55,63.75,54.74,2072512.5
Gariyaband,2025,53.4,89.19,94.29,95.76,80.07,55.91,2000206.95
Gariyaband,2024,53.4,89.19,94.29,95.76,80.07,55.91,1894932.9
Gariyaband,2023,53.4,89.19,94.29,95.76,80.07,55.91,1789658.85
Gariyaband,2022,53.4,89.19,94.29,95.76,80.07,55.91,1684384.8
Gariyaband,2021,53.4,89.19,94.29,95.76,80.07,55.91,1579110.75
Gariyaband,2025,53.4,89.19,94.29,95.76,80.07,55.91,2104003
Gariyaband,2024,53.4,89.19,94.29,95.76,80.07,55.91,1993266
Gariyaband,2023,53.4,89.19,94.29,95.76,80.07,55.91,1882529
Gariyaband,2022,53.4,89.19,94.29,95.76,80.07,55.91,1771792
Gariyaband,2021,53.4,89.19,94.29,95.76,80.07,55.91,1661055
Gariyaband,2025,53.4,89.19,94.29,95.76,80.07,55.91,2210677.55
Gariyaband,2024,53.4,89.19,94.29,95.76,80.07,55.91,2094326.1
Gariyaband,2023,53.4,89.19,94.29,95.76,80.07,55.91,1977974.65
Gariyaband,2022,53.4,89.19,94.29,95.76,80.07,55.91,1861623.2
Gariyaband,2021,53.4,89.19,94.29,95.76,80.07,55.91,1745271.75
Gariyaband,2025,53.4,89.19,94.29,95.76,80.07,55.91,2379184.75
Gariyaband,2024,53.4,89.19,94.29,95.76,80.07,55.91,2253964.5
Gariyaband,2023,53.4,89.19,94.29,95.76,80.07,55.91,2128744.25
Gariyaband,2022,53.4,89.19,94.29,95.76,80.07,55.91,2003524
Gariyaband,2021,53.4,89.19,94.29,95.76,80.07,55.91,1878303.75
Gariyaband,2025,53.4,89.19,94.29,95.76,80.07,55.91,2595723.95
Gariyaband,2024,53.4,89.19,94.29,95.76,80.07,55.91,2459106.9
Gariyaband,2023,53.4,89.19,94.29,95.76,80.07,55.91,2322489.85
Gariyaband,2022,53.4,89.19,94.29,95.76,80.07,55.91,2185872.8
Gariyaband,2021,53.4,89.19,94.29,95.76,80.07,55.91,2049255.75
Janjgir-Champa,2025,39.6,82.05,95.02,94.06,48.95,88.32,2093403.85
Janjgir-Champa,2024,39.6,82.05,95.02,94.06,48.95,88.32,1983224.7
Janjgir-Champa,2023,39.6,82.05,95.02,94.06,48.95,88.32,1873045.55
Janjgir-Champa,2022,39.6,82.05,95.02,94.06,48.95,88.32,1762866.4
Janjgir-Champa,2021,39.6,82.05,95.02,94.06,48.95,88.32,1652687.25
Janjgir-Champa,2025,39.6,82.05,95.02,94.06,48.95,88.32,2164016.4
Janjgir-Champa,2024,39.6,82.05,95.02,94.06,48.95,88.32,2050120.8
Janjgir-Champa,2023,39.6,82.05,95.02,94.06,48.95,88.32,1936225.2
Janjgir-Champa,2022,39.6,82.05,95.02,94.06,48.95,88.32,1822329.6
Janjgir-Champa,2021,39.6,82.05,95.02,94.06,48.95,88.32,1708434
Janjgir-Champa,2025,39.6,82.05,95.02,94.06,48.95,88.32,2357845.85
Janjgir-Champa,2024,39.6,82.05,95.02,94.06,48.95,88.32,2233748.7
Janjgir-Champa,2023,39.6,82.05,95.02,94.06,48.95,88.32,2109651.55
Janjgir-Champa,2022,39.6,82.05,95.02,94.06,48.95,88.32,1985554.4
Janjgir-Champa,2021,39.6,82.05,95.02,94.06,48.95,88.32,1861457.25
Janjgir-Champa,2025,39.6,82.05,95.02,94.06,48.95,88.32,2325824.2
Janjgir-Champa,2024,39.6,82.05,95.02,94.06,48.95,88.32,2203412.4
Janjgir-Champa,2023,39.6,82.05,95.02,94.06,48.95,88.32,2081000.6
Janjgir-Champa,2022,39.6,82.05,95.02,94.06,48.95,88.32,1958588.8
Janjgir-Champa,2021,39.6,82.05,95.02,94.06,48.95,88.32,1836177
Janjgir-Champa,2025,39.6,82.05,95.02,94.06,48.95,88.32,2499531.7
Janjgir-Champa,2024,39.6,82.05,95.02,94.06,48.95,88.32,2367977.4
Janjgir-Champa,2023,39.6,82.05,95.02,94.06,48.95,88.32,2236423.1
Janjgir-Champa,2022,39.6,82.05,95.02,94.06,48.95,88.32,2104868.8
Janjgir-Champa,2021,39.6,82.05,95.02,94.06,48.95,88.32,1973314.5
Jashpur,2025,31.08,64.91,93.67,91.81,74.86,39.35,2150903.55
Jashpur,2024,31.08,64.91,93.67,91.81,74.86,39.35,2037698.1
Jashpur,2023,31.08,64.91,93.67,91.81,74.86,39.35,1924492.65
Jashpur,2022,31.08,64.91,93.67,91.81,74.86,39.35,1811287.2
Jashpur,2021,31.08,64.91,93.67,91.81,74.86,39.35,1698081.75
Jashpur,2025,31.08,64.91,93.67,91.81,74.86,39.35,2382671.25
Jashpur,2024,31.08,64.91,93.67,91.81,74.86,39.35,2257267.5
Jashpur,2023,31.08,64.91,93.67,91.81,74.86,39.35,2131863.75
Jashpur,2022,31.08,64.91,93.67,91.81,74.86,39.35,2006460
Jashpur,2021,31.08,64.91,93.67,91.81,74.86,39.35,1881056.25
Jashpur,2025,31.08,64.91,93.67,91.81,74.86,39.35,2431313.15
Jashpur,2024,31.08,64.91,93.67,91.81,74.86,39.35,2303349.3
Jashpur,2023,31.08,64.91,93.67,91.81,74.86,39.35,2175385.45
Jashpur,2022,31.08,64.91,93.67,91.81,74.86,39.35,2047421.6
Jashpur,2021,31.08,64.91,93.67,91.81,74.86,39.35,1919457.75
Jashpur,2025,31.08,64.91,93.67,91.81,74.86,39.35,2606819
Jashpur,2024,31.08,64.91,93.67,91.81,74.86,39.35,2469618
Jashpur,2023,31.08,64.91,93.67,91.81,74.86,39.35,2332417
Jashpur,2022,31.08,64.91,93.67,91.81,74.86,39.35,2195216
Jashpur,2021,31.08,64.91,93.67,91.81,74.86,39.35,2058015
Jashpur,2025,31.08,64.91,93.67,91.81,74.86,39.35,2602009.15
Jashpur,2024,31.08,64.91,93.67,91.81,74.86,39.35,2465061.3
Jashpur,2023,31.08,64.91,93.67,91.81,74.86,39.35,2328113.45
Jashpur,2022,31.08,64.91,93.67,91.81,74.86,39.35,2191165.6
Jashpur,2021,31.08,64.91,93.67,91.81,74.86,39.35,2054217.75
KABIRDHAM,2025,74.1,95.05,99.22,95.23,99.35,18.39,1440985.65
KABIRDHAM,2024,74.1,95.05,99.22,95.23,99.35,18.39,1365144.3
KABIRDHAM,2023,74.1,95.05,99.22,95.23,99.35,18.39,1289302.95
KABIRDHAM,2022,74.1,95.05,99.22,95.23,99.35,18.39,1213461.6
KABIRDHAM,2021,74.1,95.05,99.22,95.23,99.35,18.39,1137620.25
KABIRDHAM,2025,74.1,95.05,99.22,95.23,99.35,18.39,1511891.75
KABIRDHAM,2024,74.1,95.05,99.22,95.23,99.35,18.39,1432318.5
KABIRDHAM,2023,74.1,95.05,99.22,95.23,99.35,18.39,1352745.25
KABIRDHAM,2022,74.1,95.05,99.22,95.23,99.35,18.39,1273172
KABIRDHAM,2021,74.1,95.05,99.22,95.23,99.35,18.39,1193598.75
KABIRDHAM,2025,74.1,95.05,99.22,95.23,99.35,18.39,1659295.65
KABIRDHAM,2024,74.1,95.05,99.22,95.23,99.35,18.39,1571964.3
KABIRDHAM,2023,74.1,95.05,99.22,95.23,99.35,18.39,1484632.95
KABIRDHAM,2022,74.1,95.05,99.22,95.23,99.35,18.39,1397301.6
KABIRDHAM,2021,74.1,95.05,99.22,95.23,99.35,18.39,1309970.25
KABIRDHAM,2025,74.1,95.05,99.22,95.23,99.35,18.39,1684022.25
KABIRDHAM,2024,74.1,95.05,99.22,95.23,99.35,18.39,1595389.5
KABIRDHAM,2023,74.1,95.05,99.22,95.23,99.35,18.39,1506756.75
KABIRDHAM,2022,74.1,95.05,99.22,95.23,99.35,18.39,1418124
KABIRDHAM,2021,74.1,95.05,99.22,95.23,99.35,18.39,1329491.25
KABIRDHAM,2025,74.1,95.05,99.22,95.23,99.35,18.39,1822024
KABIRDHAM,2024,74.1,95.05,99.22,95.23,99.35,18.39,1726128
KABIRDHAM,2023,74.1,95.05,99.22,95.23,99.35,18.39,1630232
KABIRDHAM,2022,74.1,95.05,99.22,95.23,99.35,18.39,1534336
KABIRDHAM,2021,74.1,95.05,99.22,95.23,99.35,18.39,1438440
Kanker,2025,12.1,98.47,99.09,99.21,57.79,95.51,1524750.95
Kanker,2024,12.1,98.47,99.09,99.21,57.79,95.51,1444500.9
Kanker,2023,12.1,98.47,99.09,99.21,57.79,95.51,1364250.85
Kanker,2022,12.1,98.47,99.09,99.21,57.79,95.51,1284000.8
Kanker,2021,12.1,98.47,99.09,99.21,57.79,95.51,1203750.75
Kanker,2025,12.1,98.47,99.09,99.21,57.79,95.51,1641381.5
Kanker,2024,12.1,98.47,99.09,99.21,57.79,95.51,1554993
Kanker,2023,12.1,98.47,99.09,99.21,57.79,95.51,1468604.5
Kanker,2022,12.1,98.47,99.09,99.21,57.79,95.51,1382216
Kanker,2021,12.1,98.47,99.09,99.21,57.79,95.51,1295827.5
Kanker,2025,12.1,98.47,99.09,99.21,57.79,95.51,1732211
Kanker,2024,12.1,98.47,99.09,99.21,57.79,95.51,1641042
Kanker,2023,12.1,98.47,99.09,99.21,57.79,95.51,1549873
Kanker,2022,12.1,98.47,99.09,99.21,57.79,95.51,1458704
Kanker,2021,12.1,98.47,99.09,99.21,57.79,95.51,1367535
Kanker,2025,12.1,98.47,99.09,99.21,57.79,95.51,1817413.65
Kanker,2024,12.1,98.47,99.09,99.21,57.79,95.51,1721760.3
Kanker,2023,12.1,98.47,99.09,99.21,57.79,95.51,1626106.95
Kanker,2022,12.1,98.47,99.09,99.21,57.79,95.51,1530453.6
Kanker,2021,12.1,98.47,99.09,99.21,57.79,95.51,1434800.25
Kanker,2025,12.1,98.47,99.09,99.21,57.79,95.51,1978739.8
Kanker,2024,12.1,98.47,99.09,99.21,57.79,95.51,1874595.6
Kanker,2023,12.1,98.47,99.09,99.21,57.79,95.51,1770451.4
Kanker,2022,12.1,98.47,99.09,99.21,57.79,95.51,1666307.2
Kanker,2021,12.1,98.47,99.09,99.21,57.79,95.51,1562163
Kondagaon,2025,32.36,80.06,59.83,85.38,39.43,88.4,1619725.3
Kondagaon,2024,32.36,80.06,59.83,85.38,39.43,88.4,1534476.6
Kondagaon,2023,32.36,80.06,59.83,85.38,39.43,88.4,1449227.9
Kondagaon,2022,32.36,80.06,59.83,85.38,39.43,88.4,1363979.2
Kondagaon,2021,32.36,80.06,59.83,85.38,39.43,88.4,1278730.5
Kondagaon,2025,32.36,80.06,59.83,85.38,39.43,88.4,1695176.2
Kondagaon,2024,32.36,80.06,59.83,85.38,39.43,88.4,1605956.4
Kondagaon,2023,32.36,80.06,59.83,85.38,39.43,88.4,1516736.6
Kondagaon,2022,32.36,80.06,59.83,85.38,39.43,88.4,1427516.8
Kondagaon,2021,32.36,80.06,59.83,85.38,39.43,88.4,1338297
Kondagaon,2025,32.36,80.06,59.83,85.38,39.43,88.4,1800086.6
Kondagaon,2024,32.36,80.06,59.83,85.38,39.43,88.4,1705345.2
Kondagaon,2023,32.36,80.06,59.83,85.38,39.43,88.4,1610603.8
Kondagaon,2022,32.36,80.06,59.83,85.38,39.43,88.4,1515862.4
Kondagaon,2021,32.36,80.06,59.83,85.38,39.43,88.4,1421121
Kondagaon,2025,32.36,80.06,59.83,85.38,39.43,88.4,1962804.5
Kondagaon,2024,32.36,80.06,59.83,85.38,39.43,88.4,1859499
Kondagaon,2023,32.36,80.06,59.83,85.38,39.43,88.4,1756193.5
Kondagaon,2022,32.36,80.06,59.83,85.38,39.43,88.4,1652888
Kondagaon,2021,32.36,80.06,59.83,85.38,39.43,88.4,1549582.5
Kondagaon,2025,32.36,80.06,59.83,85.38,39.43,88.4,1961926.7
Kondagaon,2024,32.36,80.06,59.83,85.38,39.43,88.4,1858667.4
Kondagaon,2023,32.36,80.06,59.83,85.38,39.43,88.4,1755408.1
Kondagaon,2022,32.36,80.06,59.83,85.38,39.43,88.4,1652148.8
Kondagaon,2021,32.36,80.06,59.83,85.38,39.43,88.4,1548889.5
Korba,2025,16.74,87.46,96.15,92.08,84.69,38.97,1732117.9
Korba,2024,16.74,87.46,96.15,92.08,84.69,38.97,1640953.8
Korba,2023,16.74,87.46,96.15,92.08,84.69,38.97,1549789.7
Korba,2022,16.74,87.46,96.15,92.08,84.69,38.97,1458625.6
Korba,2021,16.74,87.46,96.15,92.08,84.69,38.97,1367461.5
Korba,2025,16.74,87.46,96.15,92.08,84.69,38.97,1830513.2
Korba,2024,16.74,87.46,96.15,92.08,84.69,38.97,1734170.4
Korba,2023,16.74,87.46,96.15,92.08,84.69,38.97,1637827.6
Korba,2022,16.74,87.46,96.15,92.08,84.69,38.97,1541484.8
Korba,2021,16.74,87.46,96.15,92.08,84.69,38.97,1445142
Korba,2025,16.74,87.46,96.15,92.08,84.69,38.97,1897348.55
Korba,2024,16.74,87.46,96.15,92.08,84.69,38.97,1797488.1
Korba,2023,16.74,87.46,96.15,92.08,84.69,38.97,1697627.65
Korba,2022,16.74,87.46,96.15,92.08,84.69,38.97,1597767.2
Korba,2021,16.74,87.46,96.15,92.08,84.69,38.97,1497906.75
Korba,2025,16.74,87.46,96.15,92.08,84.69,38.97,2077165.5
Korba,2024,16.74,87.46,96.15,92.08,84.69,38.97,1967841
Korba,2023,16.74,87.46,96.15,92.08,84.69,38.97,1858516.5
Korba,2022,16.74,87.46,96.15,92.08,84.69,38.97,1749192
Korba,2021,16.74,87.46,96.15,92.08,84.69,38.97,1639867.5
Korba,2025,16.74,87.46,96.15,92.08,84.69,38.97,2066172.1
Korba,2024,16.74,87.46,96.15,92.08,84.69,38.97,1957426.2
Korba,2023,16.74,87.46,96.15,92.08,84.69,38.97,1848680.3
Korba,2022,16.74,87.46,96.15,92.08,84.69,38.97,1739934.4
Korba,2021,16.74,87.46,96.15,92.08,84.69,38.97,1631188.5
Korea,2025,76.44,98.07,95.98,98.87,95.73,58.62,1840995.5
Korea,2024,76.44,98.07,95.98,98.87,95.73,58.62,1744101
Korea,2023,76.44,98.07,95.98,98.87,95.73,58.62,1647206.5
Korea,2022,76.44,98.07,95.98,98.87,95.73,58.62,1550312
Korea,2021,76.44,98.07,95.98,98.87,95.73,58.62,1453417.5
Korea,2025,76.44,98.07,95.98,98.87,95.73,58.62,1891094.7
Korea,2024,76.44,98.07,95.98,98.87,95.73,58.62,1791563.4
Korea,2023,76.44,98.07,95.98,98.87,95.73,58.62,1692032.1
Korea,2022,76.44,98.07,95.98,98.87,95.73,58.62,1592500.8
Korea,2021,76.44,98.07,95.98,98.87,95.73,58.62,1492969.5
Korea,2025,76.44,98.07,95.98,98.87,95.73,58.62,2105429.9
Korea,2024,76.44,98.07,95.98,98.87,95.73,58.62,1994617.8
Korea,2023,76.44,98.07,95.98,98.87,95.73,58.62,1883805.7
Korea,2022,76.44,98.07,95.98,98.87,95.73,58.62,1772993.6
